title,date,rating,userName,isEdited,review,app_name,app_id,developerResponse
Best Finance App!,2020-04-21 09:25:07,4,Angkas Lover Ugh,False,"GCash is a big help, indeed. I’ve been using using this app since 2017 and it really helped me to be more financially literate for it has a lot of features that will enable youth professionals to efficiently manage their finances. 

Some of the best features include:
- It allows you to buy load and earn rebates! 
- Upon registering to promo, you can earn coupons which you can use on scan to pay features
- allows you to save with high interest, and invest too! 
- easily transfer funds to bank with real-time posting and no extra fees! 
- Scan to pay is very useful
- Secured and convenient e-wallet
- Wide-range of coverage, a lot of establishments are using GCash already!
- You can help nature by just loading or walking! 
- Smooth application

Why 4 star not 5 then? 
I think there is a need for the following upgrades: 

1. GCredit
Allow users to pay it in installment. Like for 5,000 they can choose of to pay it within 3 to 5 months. 

Include card for GCredit

2. Customer Service
You know what to do. Customer service is really 1/5, honestly. 

3. User interface and security
Allow users to log in using only fingerprint. 

4. Partner Establishments
Some cashiers don’t know how to transact using GCash pushing some establishments not to offer it to customers

5. Vouchers
Vouchers must be universal.",gcash,520020791,
Good start poor finish,2020-01-23 02:15:33,2,badbishop184,False,"Application works pretty okay at the beginning but gradually locks you out of online purchases over time. Oddly enough, help or customer service is not integrated into the app. Customer service reps refuse to coordinate with third party vendors who don't accept the transaction even when you show the apps history and the vendors instructions. They also just close tickets for no reason which you have to reopen under a new ticket, and they never read the history even when you ask them to. You can still get billed in GCash even when the transaction doesn't push through; in my case I got billed 4x the amount I initially made a purchase for. The app doesn't have settings to enable online purchases or check what your card can do and not do. AMEX and PayPal linking are poorly integrated and unintuitive. 2FA is a nice touch, but sometimes the process is interrupted by random pop-ups mid transaction.",gcash,520020791,
Name should be changed to GCRAP,2019-07-05 18:49:01,1,The Colorful Writer,False,"Total lie that it’s easy to use. I have just started the verification process, said “Update Progress”.. in almost a YEAR. The 48-72 hr timeframe stretched out for months. I did this last year, and their Customer Service in GcashCare suggested a lot of things that I already did, they can’t even cancel my pending verification so I could re-start. This has taken MONTHS. They literally take WEEKS to respond to you. Loads of sent screenshots later, they told me I needed to upgrade the app because they’re seeing that my app needs upgrading WHEN I JUST DID THAT THREE DAYS PRIOR. So I now have a new number, tried to get verified again, and surprise I got verified in 5minutes flat. Think they got better? Think again. I cashed in through 711 because their barcode was down, got the confirmation msg from 711 that it was successful BUT IT WAS NEVER DEPOSITED INTO MY GCASH ACCT. And don’t even bother telling me to check if I got the correct number, I checked it loads of times and even had other people check it too. WHAT. A. PIECE. OF. BULLCRAP.",gcash,520020791,
Smooth and Convenient,2019-09-23 13:15:48,5,Augustha,False,"Disclaimer: Not to demerit other users claims of GCash glitch experience.

(Not including inaccessibility during system updates) Since I downloaded the app and used it. I have been lucky enough not to encounter the problems in the app that I have read from other users. (i.e. missing funds and others)

This app has brought great convenience to me since I started using it. I am a PWD and while I get privileges of avoiding long lines, there’s still the hassle of commute when I go out to, say pay my bills or claim my remittance. With GCash, I just pull out my phone, tap on my Gcash then I can do my errands right in my room. You could just imagine the time, the money that I have saved since I got the app. So thank you. (I hope I didn’t jinx it and start experiencing glitches)",gcash,520020791,
7 years and counting,2021-02-17 09:15:31,5,Yanie97,False,"Been using gcash for 7 years and I can say it did improved over time. One of my concern is the user interface. Too much is going on. And as time goes by, gcash has more buttons being added. Would prefer if it’s only cash in, cash out, send money, save money, pay bills, g forest and buy load. Would also appreciate if we can withdraw our gcredit since not all establishments accepts gcash payments. Plus my gcash mastercard always get declined when i pay using pos eventhough i have more than enough money on my wallet. I unlinked my mastercard already coz nakakahiya everytime nadedecline ang card kahit may laman naman.  It would be better if gcash produces another set of cards just for gcredit use only. So far gcash is a great app compared to other e-wallets i’ve tried.",gcash,520020791,
Worst Customer Service Ever!!!!!!!,2020-07-06 06:55:09,1,ADC@22222222444444,False,"My old account number was blocked and can’t receive any messages anymore. So, I immediately called the customer service on June 30, 2020, about the issue and asked me to create a new Gcash account because they will send there my balance on my previous account. They asked for all the details they needed through email and sent it to them immediately. After 2 days (July 2) I received an email from them that the amount was already sent on my new account they sent a reference number with date, I already told them that I didn’t receive either the money or the reference number. I immediately called the customer service and keep calling them, up until now (July 6) the same answer I am getting from them. What the Heck, Gcash!! All your agents don't know what to do with this issue!!!! 😡😡 And one of their agents has no manner with the customer. Are they really a customer service or just a representative with no etiquette and manner?",gcash,520020791,
GCASH STOLE MY MONEY,2019-12-10 11:08:22,1,therantothea,False,"I had money in my investment feature, and then out of the blue I was downgraded to a basic account, locking me out of the investment feature. I tried reverifying the account, but every time I pressed the “get fully verified” button, the app would crash. I have uninstalled and reinstalled the app four times, restarted my phone twice, updated my phone’s iOS, and nothing. Can’t reverify. So I contacted GCash “Help” and their decidedly unhelpful suggestions ranged from “updating my email” (which you can’t do without having an already verified account, by the way) to “verifying the app”. Yeah. Completely useless.  Then I went to the Globe store to verify the account from there, and guess what? I couldn’t. Who else thinks this is stupid? To have no way for a customer to get there account verified especially when there is money in the account. 
Anyway, I even contacted GCash Invest to see if I could get the money out directly and they couldn’t help out either. So. In short. 
GCASH STOLE MY MONEY.",gcash,520020791,
"Was good, but...",2020-07-13 11:01:25,1,jmg1303,False,"I use GCash to pay my bills. My bank (HSBC), is not one of the banks that has direct communication with GCash, but I was able to cash in via the Mastercard/Visa option. Now they removed it. Since HSBC online does not support GCash, I need to physically withdraw money, and cash in via over the counter. This is a shame because of the current pandemic, I want to stay away from people as much as possible. Now it’s two crowded areas I have to go to. Another thing, 7-11’s cash in is a confusing robbery! I did two transactions, because they only allowed up to 10k for a transaction. The 10k cost 60PHP but the 9.1k transaction was 180PHP! What?! 

One more, I linked it with my App Store. I bought an in game product, got deducted, but nothing was credited to my account. I contacted the ticket desk, but there has been no reply except for an automated thank you note. 

Convenience was the only thing you had going for you, and you’re messing it up just like all other Globe services.",gcash,520020791,
Is there a server maintenance going on?,2019-11-16 05:58:11,3,ohhpatsuu,False,"Hi, I’ve been using GCash for a while now, and I really find it convenient in my everyday life as a student. But I’ve been bothered this past few days cause it seems like the app isn’t working the way it used to. I always have to re-enter my mobile number every time I login, and when I am able to login - the amount of cash I have isn’t reflecting, and ‘Invest Money’ isn’t working too.

I would also like to ask how the rebate works? Since I am also using the GSave feature I noticed the Piggy bank included in it (...and if I understood correctly, it says that rebates from loading up are directly sent there?), and since I always load up every week - I don’t seem to notice any progress with my rebates there. I’m just confused.

Looking forward for your response. Thank you 😊",gcash,520020791,
Customer care inconvenient to use,2020-06-07 09:31:21,1,Jade041812,False,"Gcash has been very helpful in many ways to me. Most transactions are smooth. However, in times of issues or concerns, it takes forever to resolve the issue and the customer support chat is annoying. First, you contact them and inform your concern, then when you get ahold of them, they will ask you to fill up more forms. There was this instance that i am contacting them for a 15 pesos load that i didn’t receive, and i had to answer 2 forms! 1 for the info and one for dispute form. I mean seriously??? It’s time wasting specially if you are just asking for the refund of a 15 pesos deduction. I would understand if it was a big amount, but for small bills, Customer support should be able to do it on their end without so much hassle. Unless Globe does not trust their own people. Then I suggest you get people you trust. I’m leaving my review to 1 star unless I see that the customer support and Gcash resolution is improved.",gcash,520020791,
Improvement Suggestions,2020-06-28 02:58:24,4,regsville,False,"1. When a biller is saved, the information is deleted either when a new user logs-in to the app (via switch user / change logged-in mobile #), OR during the next app update is released. The info should be saved per user profile so the information is still available anywhere (roaming) the user logs-in.
2. Biller account #s such as in a Meralco Ref# should have separators (i.e. dash) on the confirmation page for readability. This is burdensome and is prone to typo/human error when paying such bills with long account numbers.
3. The date is showing the Year 1970 on mailbox items on IOS v9 despite installing the updated version - this is not accurate info especially during an audit",gcash,520020791,
Hard to use and not user friendly,2021-03-02 02:36:53,1,GCash wth?,False,"I only use this app because it’s the only way I can make purchases online or through my phone. I tried linking my GCash account to my paypal, but after realizing that my last name in gcash and paypal are not the same because of a misspelling between the “n” and “ñ” in my name, I tried changing it and even verified my account multiple times JUST TO CHANGE THE N TO Ñ. Every single verification was declined. I also had problems in in-game purchases. The first two times I purchased in a game, they worked completely fine and I have a lot left over from the two purchases but then when I tried to make another one today, I always receive the “you have reached your overall transaction limit” notification. I had a lot of money in my account and it is impossible that I have reached the limit. I am also fully verified and saw that a few hundred pesos isn’t my limit so please fix this.",gcash,520020791,
They make it sound so easy but in reality it is actually NOT,2018-12-23 03:07:12,1,XIIIVIIG,False,"1. Don’t even bother getting the physical card it will not work 10/10 abroad/travel. It will most likely get declined.
2. Customer service is top-notch. They don’t respond to you. Waiting time calling 2882 says 60 minutes, tried waiting on-call for 2-3 hours, 4 times no one answered. Thank you for that.
3. They tell you to chat gcashcare, they will only primarily ask what is the issue but after that no one will respond to you. It has almost been 6 months since I messaged them and still no response.
4. Cash out taking so long, its like they dont want you to remove the money. Cash-in however was instant.
5. Even if the idea they are selling great (no banks, less hassle queuing etc.) I swear its worth using other platform because they honestly would respond to your concern than gcash. Never ever support establishment that never care for customer service.",gcash,520020791,
Super Fail Cash-In from PayPal to Gcash,2018-02-26 00:32:32,1,Cin Ocao,False,"I have been using Gcash for instant transfer of my PayPal money since October 2017 and it was all smooth — before. This February 2018, Gcash is completely not responsive about the repeatitive transaction error when you use Cash-In. Even if you reach them out via Gcash Care or directly in Globe Store, they will pretend nothing is happening on their end but PayPal addressed to me via email that they already called and escalated this with Gcash since we are receiving a lot of complaints from people not being able to withdraw using Gcash. Gcash told PayPal that they are currently having an update in their system and Gcash withdrawals from PayPal is currently unavailable. They were not able to provide a specific time frame as to when will it be available again. It’s so frustrating when you started to love an app but they refuse to fix the transaction errors. Might as well depend on my EON debit card than Gcash.",gcash,520020791,
Nice app but..,2019-11-10 18:37:39,4,laren1026,False,"Nice app, I started loving this app, I can now pay my bills in one app, cash in is easy lots of choices to go to, one thing I observe, transaction history is not real time, also it says within 24hours but on a real scenario more than 24hours, I have series of transactions(pay bills, cash in, pay using QR) last Nov 7 to date but no one of these recorded in my trans history as of this writing. As gcash user I should have a quick access on all of my transactions. I also want to suggest, Gcash should provide a running balance per transaction, eg. on latest purchase to but details the remaining balance(cash) for us customer to really monitor our account. Other than that good app. Thank you.",gcash,520020791,
cutomer servixe,2020-04-07 05:22:14,1,roroluvscats,False,"if there’s a 0 zero rate i would definitely give u 0 ur customer service is such a waste they are responding but my problem have never been fixed. I already sent a ticket a lot of times and we just keepn on repeating and repeating the same thing why? coz after ur support team asked for my infos such as Name, gcash mobile number, address, email, birthday, date of last transaction, cureent acocunt balance and after I give there’s no respond anymore so I’ll wait for days and I dont have choice to send a new ticket so I yeah I kept on doing the same thing over and over again my only problem is I can’t link my gcash mastercard and I really need to use it. Please don’t give me the excuse “we’re sorry we don’t have any staff right now to answer all the complaints bc of the pandemic” bc even before the pandemic I already started asking for this to be fixed ALL I NEED IS FOR MY GCASH MASTERCARD TO BE LINKED!!!!",gcash,520020791,
Unresponsive Customer Service,2019-01-05 05:02:13,1,LouKeen,False,"Had a few problems with GCash. One was when using the “Send Money” Feature. I’m always greeted with an error everytime I try that function. It’s a useless feature if it doesn’t even work properly. I tried messaging GCash care but it seems loke they don’t even care. The other one is when loading. Sometimes it works. Sometimes it doesn’t. A friend of mine asked me to load his number. So I loaded his number, but what happened is that my balance got deducted and my friend didn’t even received his load. I tried contacting GCash Care again but they are still unresponsive. I really hope they have a number which you could call when you have this kind of problems. I’ve been using GCash for almost a year now I really liked it at first bet ever since I run into trouble and they don’t even have a good support makes me wanna switch to other another app.",gcash,520020791,
CORRUPT STAFF. DO NOT TRUST GCASH.,2019-03-02 11:46:40,1,Leeaira,True,"Would give a zero rating if I could.

I was all for gcash before. Even invited some friends to join in. I've had an issue of missing money that has been going on for over a month now and none of your costumer support team has helped me or even updated me at least. I already sent a dispute form. Sent multiple messages to Gcash care. Do you really care? I guess not. You marked my concern as solved with a nonexistent transaction id and without even confirming with me if the issue has been solved. BSP should reconsider trusting you to hold people's money. If your employees will continue to be corrupt and steal people's money legal action will be taken. I am DISGUSTED and APPALLED by the ""service"" that you provide. 

Do not join gcash. I am not the only one with issue of ""floating money"" or ""missing money"". Keep your money somewhere else. Somewhere safe. Don't trust this company with even a single cent. 😡",gcash,520020791,"{'id': 7177643, 'body': ""Hi Leeaira, we're sorry to hear that. If you are still having issues with the app, please email us at support@gcash.com with the subject “App Store Prio Concern” so we can prioritize this. Kindly include your GCash mobile number, App Store username, and the details of your concern in the email. Thanks!"", 'modified': '2019-02-06T10:20:56Z'}"
GCash Balance,2021-05-05 06:44:10,1,GTinio,False,"A few days ago I was going to pay bills using my GCASH account with about a thousand peso balance. Unfortunately, I couldn’t access my account as my authentication expired. Due to poor internet connection, there was always delay in receiving my OTP. I logged in about 3 pm then the OTP arrived just before I was going to bed about 11:30 pm. The next day I tried again same thing my requests for OTP took many hours before I received them. Today I tried again after 3 tries I was able to go through to have a new MPIN. For verification, Globe asked 3 questions. What is the number of my cell phone linked to my account, email address and if what level I am verified. I supplied my number, email address and indicated I am fully verified. Finally, I was verified. I was able to log on to my account but I was surprised as it has only 20 pesos balance. How come? What happened to my thousand peso balance?",gcash,520020791,
SLOW CUSTOMER SUPPORT,2019-09-17 08:52:42,1,From Mindanao,False,"If there is a a below 1 star, I will rate 0. I got exceeded to my yearly 100k limitation. I got an email to my Gcash telling to fully verified which I did after 1-2 months ago. Around May or June, I noticed I am still not verified so I raised my concern to *2882 and even went to nearby Globe outlet and both suggested to send an email to their Customer Support via Gmail so I did again. I have been asked for another requirements again which I did already way back May onwards but still I complied. Apparently, my Gcash still in basic level until to this day, they never resolve my issue and they keep me waiting and making excuses they already sent follow-ups to their 1st and 2nd level department. How long is that level? Until 100 before I can get a resolution? This is absurd! I was being so nice but they’re testing my patience. 

I don’t recommend this service anymore!!!",gcash,520020791,
Powerfull apps with bug and ignorant team,2019-11-16 18:33:42,2,Xinclairs,False,"I would definetely recommend this APP. 
Developer was brilliant to design such usefull tools to make your life easy. Let say, transfer money, load mobile, paying bill and many more. But... lets see the negative side. 
I was facing an error which I was unable to add Visa or MasterCard due to my email address that previously registered in Gcash system was gone. Its cause causing this feature become disfunction. I have many time to report this issue, instead of helping me update my email address, their customer support keep asking me to clear cache, retry, delete, reinstall and retry. Without solving my problem, their customer support intend to close my ticket and choose to ignore my incoming email to them. 

Nice APP, Low quality service.  Its been 1 month and still no solution.",gcash,520020791,
STOLEN MONEY/ AUTOPAY TO UNKNOWN MERCHANTS,2020-05-22 02:48:53,1,Cariexcx,False,"Few days ago, I cashed in around 3k pesos because I needed to send load to few people that time. After sending worth 2k load to my peers, I was expecting my remaining balance to be around 1k pesos but to my surprise, I was debited 1k for a “web payment to Smart”, which I didn’t avail nor wasn’t aware of. I emailed gcash support and up until now, no response at all. Great!
Another issue is with regards to the autopay to unknown merchants like COMIC RELIEF and FLUENTU. For a few days now, I was debited around 150 pesos to these merchants, which again I didn’t subscribe, avail nor had any connections or transactions with. Emailed the gcash support again but still no response. Now I am wondering if I could be refunded with the lost money or if these issues especially autopay issues will continue to occur. I think I will uninstall this app and will not recommend this.",gcash,520020791,
Contacts stored in favorite was erased,2019-09-09 01:22:35,5,Ma_isabel_r,False,"Hi. I enjoy using your app for ease in giving cell loads to my kids and others. Unfortunately, after your last upgrade all the stored contacts in my favorites were deleted. So now i have to add them once again to my favorites. It’s not that difficult but still a waste of time. Another thing is after this upgrade, i can’t give loads to my kids. It always says that my transaction is unsuccessful thus amount loaded was returned to my account. When I used metrobank to give load to my kid, it was successfully processed. So i don’t know what the problem is with your app. Thank you.",gcash,520020791,
Better than Paymaya!,2019-03-23 21:42:37,5,nickbolero11,False,"I am a loyal Smart Subcriber eversince I started working and never bother downloading this app,. i was thinking and convincing myself how good Paymaya rather than GCash,. When i finally tried GCash, I was so suprised with how many can it do! I was so shocked it was way too better than Paymaya! I can cash in thru my BPI online and then transfer it directly to BDO saving., this is one of my favorites. Also, I can now pay my parent’s electric bill in province since to my surprised, it is listed on their Bills Payment! Overall good job globe! you even allow us smart subscriber to link our number on your platform! keep innovating!!",gcash,520020791,
GCASH VERY INEFFICIENT,2019-04-02 11:34:41,1,gcashInefficient,False,"Should be a no star review. I cashed-in my money through Gcash app but I did not received it or it did not appear on the app. After checking on my Bank the money was debited. So I reported it to my bank and it was confirmed through call and email that the transaction was successful which means that the money was debited by GCASH PHILIPPINES. 

I have contacted your call centre the next day and I was only advised that they will escalate the issue with their support backend through an email. Multiple calls was made but no one seems to know what their doing. No one is doing their job properly. No proper escalation. I've asked for a supervisor and was told that they are currently engage on a call. So I've asked for a callback but the answer of your representative was ""supervisor is busy and will do something urgent cannot give you a callback. very unprofessional and Terrible customer service.",gcash,520020791,
Cash in via Paypal Remittance,2018-12-19 22:10:34,1,Avari Summer,False,"Cash in Remittance via Paypal is always failing and it makes the service inconvenient than convenient for us since we have to call customer support and wait for 50minutes to an hour or even longer to have it all sorted out only to be advised to wait for 48 hours to 2 business days to rectify the issue. First, I used Gcash because I have a job that pays through Paypal and since it is more convenient to encash using Gcash via Paypal. What if we need the money as soon as possible and because of that system everything was delayed. If this will still happen I'd rather encash paypal to my bank account directly and wait for 3 days to get the money than to use Gcash and be afraid of doing transactions as it may fail again. Please fix this as this is affecting a lot of freelancers like me who uses Gcash for all their transactions. Thank you!!!",gcash,520020791,
I didn’t agree to terms but my details were already submitted for verification,2020-07-16 13:19:30,1,Blah blah game,False,"So I was trying to get verified in order to use the send money option. I’ve filled out the forms and then the next page asks if I agree to the Terms and Conditions and when I clicked the Terms to read it, it said “network unstable”, then I was back to my filled information and when I clicked next, the agreement asking part to the Terms is no longer there and my details were automatically submitted to Gcash verification. This is so off, I didn’t agree yet my details were already submitted!! When I checked the Terms and Conditions under Help, there is an error loading. I do not know if this would be sketchy but I hope you can fix this and I really hope that Gcash would handle my data well because I seriously didn’t agree to the Terms yet.",gcash,520020791,
Monitor your balances because customer service is awful,2020-04-02 16:05:55,1,jea1974,False,"It was very convenient to use yet I stopped using the GCash service because they could not explain a variance in the transactions figures they were showing me on the app and the running balance.   The customer service blamed it on a system glitch and were completely unhelpful.  They treated my queries as though they were annoyances and made me feel as though they were just waiting for me to get tired of asking.  To add insult to injury, they will not remove your contact info from their message blast and will continue to pepper you with announcements long after you have stopped using their app and in spite of your requests for them to stop contacting.  My annoyance over abysmal customer service eventually outweighed whatever convenience I initially observed.",gcash,520020791,
