date,title_review_tokenized,Topic
2020-03-12 01:06:08,"['easy', 'use', 'convenient', 'use', 'everyday', 'practically', 'bring', 'cash', 'anymore', 'lots', 'merchants', 'easy', 'convenient', 'way', 'paying', 'instore', 'online', 'well', 'bills', 'money', 'transfer']",Convenience (Payments)
2020-03-12 01:38:14,"['ewallet', 'convenient', 'fast', 'realtime', 'internet', 'connection']",Convenience (Payments)
2020-03-19 23:55:18,"['cash', 'problema', 'pakiayos', 'agad', 'agad', 'makapagcash']",App Products
2020-03-25 06:31:10,"['future', 'swear', 'depend', 'much', 'soooo', 'useful', 'grocery', 'gcredit', 'buy', 'load', 'transfer', 'money', 'make', 'padala', 'mom', 'pay', 'bills', 'go', 'smooth', 'time', 'rarely', 'get', 'problems', 'customer_service', 'hotline', 'pretty', 'useful', 'yeahh', 'loveeet']",Transaction Related
2020-03-27 11:52:20,"['forgot', 'sir', 'recover', 'account']",Transaction Related
2020-04-01 05:15:14,"['loving', 'love', 'useful', 'however', 'reading', 'reviews', 'making', 'anxious']",Convenience (Payments)
2020-04-06 13:17:48,"['convenient', 'really', 'amazed', 'developments', 'offered', 'loading', 'paying_bills', 'many', 'started', 'investing', 'saving', 'money', 'bank', 'really', 'everyone']",Convenience (Payments)
2020-04-06 20:23:04,"['reliable', 'service', 'far', 'transactions', 'made', 'always', 'convenient', 'bank', 'bank', 'transfers', 'never', 'easy', 'feel', 'secure', 'saving', 'money', 'love', 'new', 'features', 'one', 'recommendation', 'though', 'noticed', 'offers', 'reloading', 'services', 'end', 'users', 'hope', 'someday', 'reloading', 'options', 'wellload', 'wallet', 'nevertheless', 'love']",Convenience (Payments)
2020-04-07 05:31:36,"['good', 'need', 'improve', 'gave', 'starts', 'deserved', 'coz', 'need', 'develop', 'much', 'options', 'need', 'statements', 'transaction', 'history', 'reporting', 'errors', 'complaints', 'anyhow', 'need', 'improve']",Convenience (Payments)
2020-04-07 13:11:13,"['ewallet', 'beat', 'makes', 'life', 'easy', 'payment', 'utilities', 'credit', 'cards', 'bills', 'fingertips', 'bank', 'transfers', 'facility', 'reduce', 'travel', 'time', 'energy', 'gas', 'plus', 'get', 'contribute', 'greener', 'environment', 'points', 'earned', 'every', 'transaction', 'make', 'planting', 'trees', 'convenient', 'commitment', 'conservation']",Transaction Related
2020-04-08 04:00:31,"['good', 'nlng', 'ibalik', 'dating', 'pwede', 'cyang', 'iaccess', 'eloading', 'fb', 'messenger', 'free', 'data', 'nagamit', 'cya', 'weeks', 'nagupdate', 'un', 'dina', 'pwede']",Convenience (Payments)
2020-04-08 10:11:55,"['great', 'love']",Convenience (Payments)
2020-04-08 14:10:29,"['convenient', 'services', 'fees', 'difficulty', 'first', 'use', 'good', 'service', 'experience', 'far', 'keep', 'improving', 'lower', 'interest', 'gcredit']",Convenience (Payments)
2020-04-09 17:33:19,"['cash', 'remittance', 'problems', 'since', 'corona', 'virus', 'problems', 'happened', 'got', 'alots', 'problems', 'hard', 'use', 'cash', 'many', 'times', 'days', 'try', 'try', 'successful', 'hope', 'find', 'way', 'fix', 'really', 'disappoint']",Convenience (Payments)
2020-04-10 01:59:51,"['open', 'update', 'happened']",Convenience (Payments)
2020-04-17 02:59:44,"['maka', 'cash', 'paypal', 'kaka', 'cash', 'paypal']",App Products
2020-04-18 02:41:33,"['thanks', 'making', 'cashless', 'payments', 'easier', 'giving', 'second', 'chance', 'grown', 'love', 'kust', 'user', 'experience', 'feel', 'sophisticated', 'seamless']",Convenience (Payments)
2020-04-24 05:05:41,"['cash', 'option', 'hello', 'add', 'banks', 'online', 'transfer', 'securitybank', 'use', 'transactions']",Convenience (Payments)
2020-04-28 05:41:48,"['need', 'assistance', 'paypal', 'temporarily', 'unavailable', 'good', 'day', 'anyone', 'paypal', 'showing', 'temporarily', 'unavailable', 'mobile', 'need', 'un', 'update']",Convenience (Payments)
2020-04-28 15:38:45,"['big', 'ecq', 'transactions']",Convenience (Payments)
2020-04-30 06:37:29,"['error', 'logging', 'send', 'fix']",App Products
2020-05-01 00:30:57,"['good', 'sending', 'money', 'really', 'new', 'upgrade', 'made', 'easier', 'use', 'everyone', 'used', 'dread', 'heard', 'way', 'pay', 'something', 'exciting', 'know', 'easy', 'peasy', 'transfer', 'money', 'bank', 'time', 'without', 'charges']",Convenience (Payments)
2020-05-02 12:59:21,"['superb', 'digital', 'goto', 'wallet', 'really', 'convenient', 'use', 'fast', 'free', 'transactions', 'done', 'besides', 'occasional', 'maintenance', 'really', 'satisfied', 'hope', 'continue', 'innovate', 'keep', 'freefees', 'transactions', 'power']",Convenience (Payments)
2020-05-03 06:06:30,"['trusted', 'money', 'transfer']",Transaction Related
2020-05-06 08:58:21,"['convenient', 'easy', 'convenient', 'use', 'add', 'better', 'feature', 'better', 'experience']",Convenience (Payments)
2020-05-11 17:07:59,"['usefulindeed', 'must', 'appduring', 'pandemicif', 'known', 'way', 'back', 'theni', 'see', 'usefullnessbe', 'paying', 'billssend', 'moneyand', 'bank', 'transferslove']",Transaction Related
2020-05-15 05:22:06,"['much', 'better', 'latest', 'version', 'updated', 'version', 'much', 'better', 'last', 'week', 'transfer', 'ample', 'amt', 'cash', 'bank', 'bt', 'reflect', 'immediately', 'little', 'know', 'troubleshooting', 'downhearted', 'thankgoodness', 'done', 'updates', 'cash', 'transferred', 'days', 'ago', 'reflected', 'right', 'keep', 'continue', 'build', 'upgrades', 'could', 'serve', 'ur', 'loyal', 'clients', 'best', 'stay', 'consistent', 'excited', 'improvements', 'soon']",Convenience (Payments)
2020-05-16 07:33:32,"['actually', 'ok', 'gets', 'many', 'negative', 'reviews', 'actually', 'bad', 'really', 'made', 'things', 'convenient', 'get', 'avoid', 'long', 'lines', 'banks', 'since', 'deposit', 'go', 'cash', 'machines', 'partner', 'establishments', 'lines', 'great', 'quarantine', 'convenience', 'fee', 'paying_bills', 'service', 'unlike', 'apps', 'charge', 'encounter', 'times', 'deductions', 'fund', 'made', 'despite', 'transactions', 'failing', 'contacted', 'customer_service', 'filed', 'form', 'refunded', 'provide', 'proof', 'good', 'one', 'time', 'cashed', 'wrong', 'account', 'typed', 'wrong', 'number', 'called', 'customer_service', 'able', 'transfer', 'back', 'correct', 'account', 'provide', 'proof', 'transaction', 'numbers', 'receipts', 'good', 'yeah', 'took', 'time', 'typical', 'country', 'slow', 'processing', 'comes', 'things', 'understandable', 'plant', 'tree', 'thing']",Transaction Related
2020-05-19 11:53:01,"['nice', 'helpful', 'write', 'review', 'thing', 'experiencing', 'good', 'service', 'bank', 'transfers', 'bills', 'payment', 'gcredit', 'emergency', 'needs', 'experience', 'bugs', 'state', 'know', 'use', 'properly', 'understand', 'process', 'online', 'transactions', 'talk', 'trashlooking', 'someone', 'blame', 'without', 'knowing', 'fault', 'keep', 'years']",Convenience (Payments)
2020-05-20 00:34:25,"['updating', 'review', 'give', 'appreciation', 'services', 'making', 'lives', 'easier', 'continue', 'build', 'better', 'less', 'money', 'making', 'everyone']",Convenience (Payments)
2020-05-24 03:28:59,"['convenient', 'love', 'convenience', 'gives', 'developers', 'create', 'running', 'meter', 'something', 'visiually', 'show', 'much', 'daily', 'monthly', 'limits', 'since', 'use', 'lot', 'great', 'enhancement']",Convenience (Payments)
2020-05-25 14:26:42,"['hi', 'ask', 'pano', 'marerecover', 'atm', 'wala', 'dati', 'number', 'really', 'need', 'answer']",Convenience (Payments)
2020-05-26 06:30:57,"['good', 'job', 'far', 'good']",Convenience (Payments)
2020-06-03 11:33:39,"['support', 'pay', 'definitely', 'love', 'want', 'use', 'scan', 'feature', 'pay', 'feature', 'time', 'sometimes', 'hassle', 'feature', 'pay', 'really', 'adapt', 'feature', 'quick', 'easy', 'hassle', 'free', 'well', 'really', 'team', 'pay', 'make', 'life', 'easier', 'paying', 'mall', 'something', 'cheers']",Convenience (Payments)
2020-06-07 02:47:09,"['amazing', 'creating', 'something', 'amazing']",Convenience (Payments)
2020-06-07 04:57:17,"['user', 'since', 'years', 'perfect', 'helped', 'lot', 'managing', 'finances', 'pandemic', 'go', 'whenever', 'want', 'made', 'transfers', 'different', 'banks', 'easier', 'able', 'pay', 'bills', 'home', 'connecting', 'bank', 'account', 'cashing', 'happens', 'real', 'time', 'although', 'encountered', 'issues', 'unsuccessful', 'transaction', 'money', 'deducted', 'account', 'errors', 'paying_bills', 'paying', 'every', 'month', 'believe', 'minor', 'lapses', 'able', 'address', 'case', 'money', 'deducted', 'returned', 'able', 'pay', 'bill', 'retrying', 'several', 'times', 'mention', 'gsave', 'partnered', 'cimb', 'per', 'annum', 'interest', 'rate', 'waaaay', 'banks', 'offer', 'summary', 'believe', 'great', 'use', 'go', 'ahead', 'download']",Transaction Related
2020-06-07 15:08:02,"['limit', 'rebates', 'hope', 'eliminate', 'limit', 'pesos', 'per', 'month', 'rebates', 'load']",Transaction Related
2020-06-08 03:45:16,"['ok', 'ok', 'ewan', 'bad', 'experience', 'haha', 'history', 'paggamit', 'naranasan', 'aberya', 'transaction']",Transaction Related
2020-06-09 14:11:33,"['love', 'best', 'makes', 'life', 'convenient']",Convenience (Payments)
2020-06-12 19:26:12,"['reliable', 'far', 'useful', 'paying_bills', 'topping', 'easy', 'fast', 'use', 'hope', 'add', 'security', 'accessing', 'account', 'digits', 'pin']",Convenience (Payments)
2020-06-14 14:51:30,['omsim'],Convenience (Payments)
2020-06-15 15:03:09,"['good', 'platform', 'needs', 'lot', 'improvement', 'user', 'years', 'days', 'past', 'seeing', 'improvements', 'application', 'getting', 'better', 'user', 'friendly', 'less', 'hassle', 'payments', 'load', 'transaction', 'hope', 'could', 'include', 'ways', 'logging', 'additional', 'security']",Convenience (Payments)
2020-06-23 11:09:22,"['member', 'since', 'far', 'good', 'hi', 'good', 'day', 'add', 'kaiser', 'international', 'healthcare', 'pay', 'bills', 'mean', 'much']",Convenience (Payments)
2020-07-05 17:26:50,"['problems', 'wallet', 'good', 'basta', 'alam', 'gamitin']",Convenience (Payments)
2020-07-06 05:24:38,"['bring', 'back', 'cash', 'bank', 'cash', 'bank', 'unavailable', 'july', 'notice', 'big', 'joke', 'gtrash']",Convenience (Payments)
2020-07-08 04:27:05,"['superb', 'everything', 'need', 'conveniences']",Convenience (Payments)
2020-07-10 07:27:55,"['verification', 'failing', 'good', 'try', 'verify', 'account', 'days', 'already', 'verifying', 'account', 'says', 'service', 'temporarily', 'unavailable', 'first', 'email', 'verification', 'broken', 'tho', 'correct', 'pin', 'sent', 'say', 'oops', 'verified', 'gmail', 'already', 'account', 'verified', 'hassle', 'wait', 'tell', 'wrong', 'internet', 'getting', 'verified']",Transaction Related
2020-07-15 11:18:49,"['amazing', 'amazing', 'useful', 'live', 'without', 'anymore', 'pay', 'bills', 'groceries', 'transfer', 'funds', 'pay', 'groceries']",Convenience (Payments)
2020-07-18 10:32:33,"['easy', 'convenient', 'year', 'great', 'made', 'paying', 'online', 'instore', 'pretty', 'convenient', 'use', 'save', 'money', 'feature', 'higher', 'interest', 'usual', 'banks', 'free', 'money', 'transfer', 'numerous', 'banks', 'feature', 'amazing', 'deserves', 'high', 'rating']",Convenience (Bank Transfer)
2020-07-21 06:30:41,"['great', 'proceed', 'invest', 'se', 'due', 'responsiveness', 'invest', 'proceed', 'checkbox', 'placed', 'beyond', 'screen']",Convenience (Payments)
2020-07-23 04:51:49,"['nice', 'definitely', 'must', 'many', 'years', 'one', 'problem', 'encountered', 'time', 'purchased', 'load', 'never', 'receive', 'called', 'customer_service', 'right', 'call', 'disconnected', 'got', 'refund', 'back', 'agent', 'nice', 'well']",Transaction Related
2020-07-23 17:02:10,"['excellent', 'useful', 'specially', 'pandemic']",Transaction Related
2020-07-24 16:54:39,"['cashing', 'area', 'hassle', 'nearest', 'bank', 'available', 'becuase', 'cash', 'made', 'payment', 'transaction', 'lot', 'easier']",Convenience (Payments)
2020-07-25 00:09:08,"['cashin', 'gcredit', 'option', 'use', 'gcredit', 'mastercard', 'hello', 'really', 'enjoy', 'convenient', 'however', 'want', 'suggest', 'future', 'able', 'cash', 'gcredit', 'use', 'gcredit', 'mastercard']",App Products
2020-07-28 00:44:12,"['good', 'good', 'get', 'gerified', 'students', 'id', 'options', 'fix']",Convenience (Payments)
2020-07-30 18:02:10,"['keeps', 'getting', 'better', 'better', 'salute', 'made', 'life', 'much', 'easier', 'convenient', 'evolve', 'better', 'everytime', 'liberating', 'breaks', 'limititations', 'always', 'normal', 'banks', 'innovations', 'never', 'cease', 'impress', 'true', 'blue', 'user']",Convenience (Payments)
2020-07-31 03:43:28,"['efficient', 'online', 'wallet', 'hesitant', 'online', 'wallet', 'due', 'security', 'reasons', 'horrible', 'stories', 'heard', 'friends', 'started', 'never', 'experienced', 'security', 'breach', 'transactions', 'chat', 'support', 'helpful', 'efficient', 'money', 'transfer', 'fast', 'paying_bills', 'convenient', 'get', 'gforest', 'almost', 'everything', 'one', 'without', 'physically', 'holding', 'money', 'thus', 'super', 'love']",App Products
2020-08-02 02:25:31,"['love', 'love', 'fast', 'reliable', 'easy', 'use', 'know', 'reviews', 'personally', 'love', 'works', 'never', 'problem', 'honest', 'lot', 'better']",Convenience (Payments)
2020-08-03 16:04:13,"['whatcantyoudo', 'giving', 'people', 'fast', 'internet', 'connections', 'without', 'data', 'caps', 'whatyoucantdo']",Convenience (Payments)
2020-08-10 02:49:16,"['good', 'useful', 'tho', 'sometimes', 'technical', 'issues', 'text', 'inform', 'updates', 'technical', 'difficultie', 'day', 'happens', 'quite', 'sad', 'issues', 'bank', 'incash', 'really', 'good', 'question', 'regarding', 'contact', 'livechat', 'actually', 'need', 'patience', 'queue']",Convenience (Payments)
2020-08-13 00:12:53,"['pay', 'bills', 'issue', 'made', 'paybills', 'transactions', 'bpi', 'bdo', 'received', 'one', 'confirmation', 'among', 'three', 'deducted', 'transactions', 'trying', 'call', 'hussle']",Convenience (Payments)
2020-08-17 06:17:14,"['cliffordroa', 'review', 'years', 'already', 'experience', 'issues', 'accounts', 'transactions', 'fully', 'completed', 'accounted', 'treat', 'transactions', 'online', 'banking', 'clearly', 'best', 'fintech', 'mile', 'keep']",Convenience (Payments)
2020-08-19 08:18:27,"['great', 'great']",Convenience (Payments)
2020-09-01 06:34:37,"['convenient', 'convenient', 'use', 'midst', 'pandemic', 'dangerous', 'go', 'hope', 'update', 'make', 'sending', 'remittances', 'available', 'god', 'bless']",Convenience (Payments)
2020-09-09 03:35:07,"['althea', 'hi', 'althea', 'love', 'buy', 'hehehe', 'pli', 'lovee', 'love', 'love', 'love', 'love', 'love', 'bye']",Convenience (Payments)
2020-09-12 04:49:37,"['system', 'emergency', 'magagamit', 'agad', 'agad']",Convenience (Payments)
2020-09-15 09:53:36,"['useful', 'daily', 'bank', 'transfers', 'load', 'bills', 'usuful']",Transaction Related
2020-09-15 16:58:57,"['best', 'best', 'fees', 'rebates', 'utility', 'payments']",Transaction Related
2020-09-17 00:18:57,"['nice', 'useful', 'lockdown', 'thought', 'able', 'get', 'money', 'sent', 'mistake', 'wrong', 'number', 'sent', 'email', 'since', 'know', 'contact', 'call', 'centers', 'full', 'workforce', 'able', 'go', 'true', 'enough', 'emails', 'sent', 'got', 'money', 'back']",Transaction Related
2020-09-19 11:53:13,"['awesome', 'good']",Convenience (Payments)
2020-09-22 04:01:37,"['great', 'useful', 'apps', 'though', 'give', 'stars', 'always', 'room', 'continuous', 'improvement', 'ie', 'need', 'put', 'barcode', 'scanner', 'pagibig', 'housing', 'loan', 'us', 'users', 'put', 'manually', 'payment', 'reference', 'number', 'possibly', 'made', 'mistake', 'btw', 'good', 'job', 'developer']",Convenience (Payments)
2020-09-25 13:05:41,"['faceid', 'feature', 'finally', 'faceid', 'integration', 'waiting']",Convenience (Bank Transfer)
2020-09-28 16:36:20,"['always', 'exceed', 'limit', 'higher', 'daily', 'monthly', 'limit']",Transaction Related
2020-09-29 11:23:28,"['go', 'along', 'somehow', 'avoid', 'lines', 'convenient', 'unfortunately', 'pay', 'certain', 'amount', 'service', 'fee', 'called', 'business', 'go', 'along']",Transaction Related
2020-10-18 14:12:45,"['best', 'everything', 'money', 'transfer', 'savings', 'investing']",Transaction Related
2020-10-20 05:07:53,"['smooth', 'transactions', 'definitely', 'necessity', 'family', 'since', 'march', 'order', 'produce', 'get', 'access', 'cashless', 'transactions', 'problems', 'far', 'sometimes', 'email', 'confirmation', 'transactions', 'bit', 'delayed', 'one', 'small', 'problem', 'globeone', 'integration', 'due', 'date', 'shown', 'date', 'today', 'instead', 'actual', 'due', 'date', 'globeone']",Convenience (Payments)
2020-10-21 06:10:19,"['fix', 'investment', 'feature', 'love', 'want', 'try', 'investment', 'feature', 'problem', 'checkbox', 'willconfirm', 'payment', 'end', 'checked', 'past', 'screen', 'phone', 'screen', 'quite', 'small', 'fix', 'much', 'making', 'best', 'mobile', 'wallet']",Convenience (Payments)
2020-10-22 09:35:01,"['code', 'coming', 'try', 'times', 'come', 'code', 'coming']",Convenience (Payments)
2020-10-23 08:14:29,"['pano', 'pwedeng', 'gawin', 'gamit', 'mong', 'number', 'nawala', 'sim', 'paki', 'sagot', 'salamat']",Transaction Related
2020-10-24 04:54:33,"['nbi', 'clearance', 'validity', 'hope', 'add', 'nbi', 'clearance', 'manage', 'easily']",Convenience (Payments)
2020-10-24 16:04:03,"['thanks', 'making', 'transactions', 'easier', 'makes', 'filipino', 'lives', 'easier']",Convenience (Payments)
2020-10-27 08:48:42,"['quiet', 'nice', 'cashin', 'different', 'convenience', 'store', 'high', 'amount', 'money', 'deduction', 'really', 'big', 'really', 'hurt', 'hope', 'lessen']",Convenience (Payments)
2020-10-31 02:54:50,"['update', 'stupid', 'update', 'update', 'apps', 'alaways', 'says', 'let', 'us', 'go', 'update']",Convenience (Payments)
2020-11-03 16:45:42,"['suggestion', 'love', 'convenient', 'use', 'almost', 'everywhere', 'suggestion', 'instead', 'always', 'sending', 'otp', 'text', 'message', 'use', 'id', 'verify', 'transactions', 'piggy', 'bank', 'transaction', 'gsave', 'portion', 'work', 'buy', 'load', 'lot', 'rebates', 'get', 'credit', 'piggy', 'bank', 'thanks', 'lot', 'powers', 'team']",Convenience (Payments)
2020-11-03 22:50:35,"['past', 'years', 'issue', 'transaction', 'love', 'eassy']",Convenience (Payments)
2020-11-05 04:02:44,"['thanks', 'extend', 'gift', 'love', 'godchildren', 'nieces', 'nephews', 'means', 'lot', 'challenging', 'situation', 'power', 'salamat', 'uli']",Convenience (Payments)
2020-11-06 12:20:45,"['buy', 'load', 'buy', 'load', 'prepaid', 'globe', 'sim', 'load', 'games', 'available']",Transaction Related
2020-11-18 15:47:40,"['first', 'time', 'ids', 'card', 'one', 'pala', 'barrangay', 'id', 'pwede', 'nba', 'un']",Convenience (Payments)
2020-11-18 18:03:16,"['issue', 'think', 'glitch', 'happening', 'today']",Convenience (Payments)
2020-11-25 22:05:23,"['asked', 'pwde', 'gamitin', 'number', 'smart', 'halimbawa', 'smart', 'number', 'gamitin', 'registering', 'answer']",Transaction Related
2020-11-27 04:46:36,"['fully', 'verified', 'account', 'fully', 'verified', 'account']",Transaction Related
2020-12-02 09:40:29,"['poor', 'avail', 'master', 'card', 'july', 'wala', 'dumadating', 'card']",Convenience (Payments)
2020-12-04 02:11:47,"['feedback', 'customer', 'highly', 'appreciated', 'convenient', 'use', 'hope', 'one', 'day', 'make', 'transaction', 'fee', 'higher']",Convenience (Bank Transfer)
2020-12-06 16:49:14,"['good', 'convenience', 'wallet', 'need', 'bring', 'cash']",Convenience (Payments)
2020-12-09 06:42:52,"['wrong', 'sent', 'number', 'sent', 'wrong', 'number', 'refund', 'money', 'thankyou']",Transaction Related
2020-12-11 03:11:55,"['helpful', 'bills', 'payment']",Convenience (Payments)
2020-12-11 03:19:53,"['best', 'ever', 'better', 'bank', 'apps', 'add', 'investment', 'options', 'filipinos', 'forced', 'save']",Convenience (Payments)
2020-12-11 03:49:35,"['thanks', 'done', 'upgradng', 'apps']",Convenience (Payments)
2020-12-11 04:11:17,"['kudos', 'mobile', 'credit', 'card', 'love', 'invest', 'save', 'money', 'way', 'go', 'team']",Convenience (Payments)
2020-12-11 04:21:39,"['amazing', 'convenient', 'way', 'making', 'online', 'virtual', 'transactions', 'payment', 'bills', 'fund', 'transfers', 'payments', 'loans', 'available', 'cash', 'grab', 'coinsph', 'wow', 'allinone', 'thanks']",Convenience (Payments)
2020-12-11 04:58:12,"['convenient', 'helpful', 'easy', 'navigate', 'user', 'friendly', 'around', 'use']",Convenience (Payments)
2020-12-11 05:28:55,"['love', 'great', 'convenient', 'sometimes', 'problems', 'loading', 'time', 'great']",Convenience (Payments)
2020-12-11 06:27:21,"['covid', 'frontliner', 'whole', 'team', 'making', 'transactions', 'less', 'hassle', 'us', 'quarantine']",Convenience (Payments)
2020-12-11 08:07:01,"['going', 'cashless', 'super', 'convenient', 'paying_bills', 'bank', 'transfers', 'done', 'fly']",Convenience (Payments)
2020-12-11 08:22:26,"['efficient', 'efficient', 'anything', 'starting', 'transferring', 'funds', 'shopping', 'online', 'paying', 'different', 'merchant', 'since', 'pre', 'pandemic', 'kudos', 'analyst', 'behind', 'yall', 'best', 'updates', 'given', 'fb', 'page', 'error', 'last', 'hrs', 'okay', 'thankyou']",Transaction Related
2020-12-11 08:23:09,['mae'],Convenience (Payments)
2020-12-11 08:28:40,"['believer', 'used', 'think', 'point', 'discovered', 'last', 'months', 'useful']",Convenience (Payments)
2020-12-11 09:26:00,"['one', 'usefull', 'radically', 'helful', 'apps', 'transaction', 'nakatulong', 'tong', 'problema', 'nirmal', 'namn', 'perpekto', 'agad', 'problema', 'file', 'ticket', 'get', 'resolution', 'need', 'course', 'oa', 'transaction', 'fee', 'nya']",Transaction Related
2020-12-11 09:42:45,"['force', 'update', 'force', 'update', 'middle', 'transaction', 'put', 'option', 'update', 'later', 'easy', 'update', 'grocery', 'store', 'weak', 'data', 'signal']",Convenience (Payments)
2020-12-11 09:53:21,"['allinone', 'maasahan']",Convenience (Payments)
2020-12-11 15:26:42,"['actually', 'pretty', 'decent', 'every', 'system', 'perfect', 'though', 'finance', 'compared', 'mops', 'ones', 'relatively', 'userfriendly', 'practical', 'convenient', 'experienced', 'bug', 'years', 'concern', 'far', 'transaction', 'history', 'takes', 'day', 'get', 'updated']",Transaction Related
2020-12-11 15:36:46,"['helpful', 'convenient', 'way', 'paying_bills', 'purchasing', 'stuff', 'online', 'without', 'go', 'outside', 'one', 'helpful', 'phone']",Convenience (Payments)
2020-12-11 15:47:46,"['helpful', 'really', 'helpful', 'specially', 'time', 'pandemic']",Convenience (Payments)
2020-12-12 01:23:24,"['card', 'semi', 'verified', 'holder', 'use', 'card', 'paying', 'items', 'supermarkets', 'department', 'stores', 'fair']",Convenience (Payments)
2020-12-12 01:47:03,"['updates', 'done', 'update', 'ur', 'system', 'every']",Convenience (Payments)
2020-12-12 13:11:57,"['easy', 'money', 'transfer', 'smooth', 'experience', 'verification', 'easy', 'used', 'umid', 'card', 'use', 'sending', 'money', 'relatives', 'encash', 'neighbors', 'plawan', 'xpress', 'use', 'paying', 'online', 'orders', 'lzd', 'best', 'sets', 'apart', 'account', 'number', 'load', 'landbank', 'account', 'always', 'hasslefree', 'account', 'number', 'cellphone', 'number', 'yey', 'transaction', 'free']",Transaction Related
2020-12-14 02:30:19,"['great', 'great', 'make', 'things', 'easy', 'loading', 'paying_bills', 'verified', 'almost', 'yrs', 'student', 'id', 'guess', 'option', 'verification', 'anymore']",Convenience (Payments)
2020-12-15 16:01:33,"['good', 'nice', 'years']",Convenience (Payments)
2020-12-15 17:31:52,"['really', 'good', 'liked']",Convenience (Payments)
2020-12-16 03:04:21,"['bad', 'remember', 'messenger', 'receive', 'money', 'someone', 'register', 'link', 'account', 'pay', 'without', 'going', 'outside', 'savings', 'fine', 'thanks']",Convenience (Payments)
2020-12-17 05:12:44,"['christmas', 'time', 'near', 'aguinaldos', 'lawl']",Transaction Related
2020-12-17 14:43:47,"['good', 'apps', 'ever', 'takes', 'good', 'idea', 'save', 'money', 'mobile']",Convenience (Payments)
2020-12-21 02:13:08,"['fast', 'process', 'transactions', 'realtime', 'keep']",Convenience (Payments)
2020-12-21 16:46:50,"['issue', 'issue', 'responsive', 'able', 'resolve', 'matter', 'top', 'personal', 'technical', 'mistake', 'team', 'managed', 'get', 'need', 'bit', 'patience', 'literacy', 'coordinate', 'team', 'love', 'connect', 'users', 'secure', 'satisfy', 'much', 'possible']",Convenience (Payments)
2020-12-22 18:22:26,"['gcredit', 'shopee', 'pay', 'happy', 'magagamit', 'wakas', 'gcredit', 'online', 'purchases', 'credit', 'limit', 'kaso', 'wala', 'nman', 'available', 'store', 'pwede', 'scan', 'magamit', 'samin', 'pinakamalapit', 'city', 'available', 'mall', 'saya', 'pwede', 'pambayad', 'shopee']",App Products
2020-12-23 20:52:09,"['student', 'id', 'available']",App Products
2020-12-26 15:22:17,"['merry', 'christmas', 'apps']",Convenience (Payments)
2020-12-27 01:39:31,"['useful', 'getting', 'better', 'problem', 'bill', 'payments']",Convenience (Payments)
