date,title_review_tokenized,Topic
2020-04-22 03:43:07,"['great', 'services', 'need', 'months', 'ago', 'whenever', 'purchase', 'ingame', 'charged', 'real', 'time', 'hope', 'could', 'address', 'thanks']",Ease of Use
2020-04-22 04:49:02,"['best', 'mobile', 'payment', 'aggregator', 'always', 'improved', 'payment', 'services', 'add', 'money', 'credit', 'card', 'facility', 'big', 'plus', 'services']",Ease of Use
2020-04-29 16:57:36,"['improve', 'monthly', 'limit', 'everything', 'make', 'online_transactions', 'easier', 'without', 'need', 'bank', 'thing', 'account', 'limit', 'little', 'low', 'need', 'increase', 'another', 'since', 'debit', 'card', 'buying', 'groceries', 'stuff', 'willing', 'send', 'verification', 'need']",Transaction Related
2020-05-02 00:32:23,"['networks', 'tried', 'installing', 'disallowed', 'joining', 'globe', 'service', 'provider', 'open', 'minded']",Transaction Related
2020-05-06 02:11:56,"['user', 'friendly', 'easy', 'use']",Ease of Use
2020-05-09 08:04:38,"['include', 'saving', 'bank', 'transfer', 'info', 'let', 'us', 'save', 'biller', 'list', 'info', 'bank', 'transfers', 'made', 'send', 'without', 'typing', 'info']",Transaction Related
2020-05-10 01:29:23,"['load', 'options', 'really', 'good', 'wonderful', 'see', 'options', 'comes', 'load', 'love', 'see', 'options', 'denominations', 'flexibility', 'great', 'minimum', 'make', 'affordable', 'great']",Ease of Use
2020-05-12 07:44:09,"['liked', 'added', 'security', 'liked', 'added', 'otp', 'feature', 'additional', 'layer', 'security', 'others', 'plus', 'rather', 'enter', 'otp', 'sorry', 'later', 'useful', 'paying', 'sss', 'international', 'online', 'purchases']",Ease of Use
2020-05-13 13:57:28,"['best', 'paying', 'ever', 'seen', 'dude', 'buy', 'robux', 'omg']",Ease of Use
2020-05-15 07:01:02,"['fund', 'transfer', 'problem', 'fund', 'transfer', 'list', 'bank', 'loading', 'proceed', 'fund', 'transfer', 'account', 'hopefully', 'problem', 'solve']",Transaction Related
2020-05-16 01:53:14,"['failed', 'transfer', 'amount', 'refunded', 'tried', 'transfer', 'amount', 'times', 'account', 'failed', 'reason', 'know', 'refunded', 'twice', 'money', 'gone', 'contact', 'customer', 'support', 'telephone', 'due', 'lots', 'calls', 'customers', 'messenger', 'support', 'responding', 'dismayed', 'ronnie', 'alvarez']",Transaction Related
2020-05-16 07:31:43,"['billers', 'available', 'try', 'browse', 'pay', 'bill', 'magbayad', 'bills', 'meralco', 'pldt', 'bpi', 'buksan', 'menu', 'pay', 'wala', 'billers', 'meron', 'smart', 'maynilad', 'prine', 'water', 'buti', 'nakapgdeposit', 'nagkataon', 'makuha', 'cash', 'money', 'nka', 'ecq']",Convenience
2020-05-17 02:51:27,"['inconvenience', 'finest', 'hi', 'service', 'unreliable', 'customer_service', 'support', 'hopeless', 'becoming', 'nightmare', 'soon', 'credits', 'used', 'putting', 'credits', 'smart', 'applying', 'mvp', 'rebates']",Transaction Related
2020-05-19 09:55:35,"['bad', 'service', 'wag', 'ipagkatiwala', 'pera', 'dto', 'katiwatiwala', 'april', 'bank', 'transfer', 'malaman', 'pera', 'ilang', 'beses', 'tumawag', 'hotline', 'paulit', 'sinasabi', 'ngaung', 'araw', 'nangako', 'tatawag', 'supervisor', 'tumawag', 'tumawag', 'ms', 'jen', 'id', 'nangako', 'tatawag', 'supervisor', 'ngaun', 'tumawag', 'tanga', 'agent', 'nakausap', 'pinag', 'antay', 'itatransfer', 'nya', 'tawag', 'supervisor', 'oras', 'mahigit', 'aantay', 'wala', 'sumagot', 'naawa', 'alam', 'kelangan', 'tao', 'perang', 'pinagkatiwala', 'inyo', 'sitwasyong', 'dinadanas', 'ngaun']",Transaction Related
2020-05-20 16:53:24,"['great', 'started', 'online', 'shopping', 'great', 'specially', 'bow', 'purchase', 'store', 'suggestion', 'extend', 'validity', 'generated', 'barcode', 'mins', 'short', 'distance', 'house', 'nearest', 'store', 'mins', 'drive', 'sometimes', 'offline', 'chance', 'use', 'generated', 'code', 'anymore', 'make', 'validity', 'barcode', 'hrs']",Convenience
2020-05-23 05:39:05,"['frustrating', 'password', 'recovery', 'forgot', 'password', 'assistance', 'received', 'got', 'email', 'several', 'attempts', 'says', 'delays', 'response', 'messages', 'due', 'strict', 'government', 'measures', 'lockdown', 'creating', 'another', 'account', 'recovery', 'email', 'frustrating', 'since', 'mobile', 'always', 'state', 'email', 'address', 'phone', 'number', 'invalid', 'wonder', 'since', 'received', 'email', 'recovery', 'email', 'address', 'confirming', 'subscriptions', 'newsletter', 'use', 'customer', 'support', 'chat', 'frustrating', 'chat', 'automated', 'response', 'happen', 'create', 'account', 'large', 'amount', 'transactions', 'forgot', 'password']",Transaction Related
2020-05-23 11:30:42,"['convenient', 'need', 'fall', 'longline', 'payment', 'center', 'easy', 'scan', 'supported', 'merchant', 'convenient', 'loading', 'prepaid', 'easy', 'use']",Ease of Use
2020-05-23 13:09:00,"['load', 'problem', 'everytime', 'took', 'minute', 'sending', 'regular', 'load', 'pop', 'message', 'says', 'took', 'longetc', 'try', 'retry', 'load', 'error', 'transaction', 'carried', 'ending', 'become', 'double', 'sent', 'load', 'one', 'number', 'problem', 'always', 'encounter', 'us', 'correction', 'bug']",Ease of Use
2020-05-28 01:54:35,"['life', 'saver', 'life', 'saver', 'quarantine', 'period', 'use', 'pay', 'bills', 'earned', 'cashback', 'send_money', 'smes', 'instapay', 'relatives', 'province', 'smart', 'padala', 'years', 'encountered', 'major', 'issue']",Ease of Use
2020-05-28 21:41:05,"['fix', 'soon', 'possible', 'good', 'day', 'made', 'transfer', 'smart', 'money', 'amount', 'php', 'pm', 'transaction', 'reference', 'id', 'fff', 'aa', 'money', 'taken', 'never', 'received', 'text', 'message', 'confirmation', 'went', 'claim', 'money', 'smart', 'money', 'transaction', 'exist', 'fix', 'soon', 'possible', 'mia', 'relampagos']",Transaction Related
2020-05-29 04:02:18,"['great', 'really', 'helpful', 'pay', 'online', 'feel', 'credit', 'card', 'directly']",Ease of Use
2020-05-29 07:10:20,"['convenient', 'want', 'go', 'cashless', 'easy', 'convenient', 'use']",Ease of Use
2020-06-01 12:36:32,"['bills_payment', 'cashback', 'one', 'thing', 'nagugustuhan', 'meron', 'silang', 'cashback', 'every', 'bills', 'babayaran', 'depende', 'promo', 'date', 'wala', 'ginagamit', 'far', 'iwala', 'service']",Ease of Use
2020-06-07 00:28:00,"['great', 'ecash', 'think', 'good', 'used', 'visa', 'card', 'purchase', 'software', 'online', 'worked', 'used', 'online', 'shopping', 'works', 'seamless', 'banking', 'moving', 'money', 'convenient', 'hope', 'future', 'charge', 'use', 'store', 'account']",Convenience
2020-06-12 13:39:44,"['good', 'worst', 'customer', 'care', 'contacting', 'customer', 'care', 'due', 'issue', 'credit', 'card', 'cash', 'despite', 'number', 'follow', 'emails', 'every', 'day', 'sometimes', 'twice', 'day', 'one', 'contacted', 'back', 'resolve', 'issue', 'want', 'us', 'us', 'concerns', 'better', 'close', 'regret', 'recommending', 'number', 'friends', 'relatives', 'ignoring', 'email', 'messages', 'days', 'acceptable']",Transaction Related
2020-06-28 12:51:37,"['create', 'account', 'problem']",Transaction Related
2020-06-29 11:21:20,"['barcode', 'payment', 'method', 'hello', 'dev', 'could', 'add', 'barcode', 'mode', 'payment', 'improve', 'service', 'us', 'make', 'less', 'work', 'us', 'pay', 'scan', 'barcode', 'payment', 'much', 'convenient', 'take', 'care']",Ease of Use
2020-07-08 06:38:16,"['great', 'drivers', 'license', 'upgrading', 'account', 'piece', 'cake']",Convenience
2020-07-14 12:06:42,"['meralco', 'barcode', 'scanner', 'working', 'one', 'best', 'ewallets', 'clean', 'convenient', 'barcode', 'scanner', 'meralco', 'working', 'properly', 'fix', 'meralcos', 'reference', 'number', 'long', 'type', 'prone', 'human', 'error', 'thanks']",Ease of Use
2020-07-16 06:51:35,"['little', 'disappointed', 'refer', 'friends', 'start', 'pay_maya', 'upgraded', 'account', 'already', 'receive', 'free']",Transaction Related
2020-07-22 14:42:46,"['great', 'pretty', 'useful', 'one', 'problem', 'hard', 'contact', 'support', 'time', 'get', 'replies', 'email', 'wait', 'one', 'week', 'reply']",Customer Support Related
2020-08-05 03:57:33,"['easy', 'peasy', 'covenient', 'use', 'smart', 'mobile', 'number', 'transfer', 'bank', 'easy', 'cash', 'grabpay']",Ease of Use
2020-08-07 15:40:55,"['generous', 'convenient', 'generous', 'regards', 'promo', 'specifically', 'balik_bayad', 'deals', 'keep', 'promos', 'thanks']",Convenience
2020-08-13 13:20:09,"['unauthorized', 'payments', 'used', 'money', 'things', 'contact', 'pay_maya', 'personnel', 'apps', 'officials', 'reply', 'cents', 'money', 'issue', 'whether', 'big', 'small', 'amount', 'take', 'seriously', 'hope', 'admin', 'take', 'action', 'kind', 'fraudhack', 'much', 'possible', 'really', 'find', 'useful', 'turns']",Ease of Use
2020-08-15 01:14:19,"['paying_bills', 'paying_bills', 'easy', 'billes', 'ate', 'gone', 'globe', 'left', 'happened', 'billers', 'meralco', 'converge']",Ease of Use
2020-08-17 07:25:08,"['reliablw', 'sense', 'urgency', 'need', 'transact', 'use', 'payments', 'processed', 'next', 'day', 'hurry', 'stay', 'away', 'choose', 'applications']",Convenience
2020-08-18 09:06:47,"['financial', 'one', 'perfect', 'paying_bills', 'online', 'wallet', 'cashless', 'finest']",Ease of Use
2020-08-19 16:53:15,"['easy', 'use', 'fact', 'works', 'looks', 'clean', 'simple', 'easy', 'use']",Ease of Use
2020-08-28 05:36:13,"['improved', 'throughout', 'years', 'great', 'design', 'improved', 'years', 'maintains', 'clean', 'design', 'cute', 'maya', 'bird']",Ease of Use
2020-08-28 05:58:20,"['cashbacks', 'convenient', 'daming', 'cashbacks', 'secured', 'user', 'friendly']",Ease of Use
2020-08-28 06:02:07,"['best', 'financial', 'ph', 'best', 'financial', 'ph', 'lot', 'apf', 'money', 'opnions', 'integrated', 'biggest', 'banks', 'ph', 'lot', 'perks', 'promos', 'really', 'payment', 'ecosystem', 'promoting', 'ecosystem', 'payment', 'solution']",Ease of Use
2020-08-30 05:06:28,"['great', 'pandemic', 'helps', 'pay', 'bills', 'online_transactions', 'send_money', 'family', 'get', 'data', 'subscribe', 'different', 'services', 'need', 'buy', 'something', 'convenience', 'stores', 'pay', 'qr', 'extremely', 'helpful', 'pandemic', 'need', 'avoid', 'physical', 'contact', 'others', 'much', 'possible']",Ease of Use
2020-09-05 01:00:24,"['refund', 'money', 'trying', 'reach', 'support', 'avail', 'paid', 'something', 'rejected', 'deducted', 'balance', 'money', 'floating', 'somewhere', 'tried', 'emailing', 'messaging', 'support', 'feedbacks']",Transaction Related
2020-09-12 04:46:23,"['card', 'expired', 'renew', 'soon', 'expire', 'expired', 'virtual', 'card']",Ease of Use
2020-09-16 05:39:53,"['unresponsive', 'customer', 'care', 'disappointing', 'lost', 'money']",Customer Support Related
2020-10-01 18:27:11,"['oof', 'crash', 'lol', 'ugrade']",Ease of Use
2020-10-03 19:09:42,"['great', 'user', 'years', 'years', 'since', 'launched', 'problem']",Ease of Use
2020-10-27 03:40:17,"['convenience', 'fee', 'deduct', 'convenience', 'fee', 'return']",Transaction Related
2020-10-28 08:48:40,"['poor', 'ui', 'outdated', 'user', 'interface', 'list', 'contacts', 'looks', 'datamined', 'careful']",Ease of Use
2020-10-30 08:24:25,"['suggestion', 'years', 'time', 'goes', 'progress', 'making', 'really', 'huge', 'helpful', 'hope', 'able', 'add', 'feature', 'shows', 'summary', 'amount', 'user', 'cash', 'month', 'know', 'right', 'away', 'much', 'top', 'since', 'limit', 'per', 'month', 'hope', 'suggestion', 'reacher', 'developer', 'power', 'team']",Ease of Use
2020-11-04 08:19:28,"['best', 'love']",Convenience
2020-11-07 11:56:40,"['apl', 'de', 'tnx', 'team', 'wonderful']",Customer Support Related
2020-11-08 03:32:03,"['easy', 'buy', 'load', 'convenient']",Ease of Use
2020-11-08 08:55:41,"['service', 'good']",Ease of Use
2020-11-08 17:17:22,"['ilove', 'ilove', 'life', 'begins', 'easy']",Ease of Use
2020-11-09 01:57:29,"['easy', 'breezy', 'processing', 'love', 'suggestion', 'add', 'bank', 'partners']",Ease of Use
2020-11-09 02:13:05,"['load', 'smart', 'lte', 'super', 'convenient', 'plus', 'get', 'cashback', 'awesome']",Ease of Use
2020-11-10 02:41:56,"['great', 'updates', 'love', 'look', 'improved', 'interface', 'got', 'chance', 'call', 'recently', 'wow', 'fast', 'efficient']",Ease of Use
2020-11-10 05:46:04,"['ok', 'thumbs']",Ease of Use
2020-11-10 07:01:33,"['easy', 'pay', 'convenient', 'long', 'amount', 'wallet', 'easily', 'scan', 'pay', 'bill', 'gas', 'station', 'aside', 'get', 'rebate']",Convenience
2020-11-10 09:05:37,"['perfect', 'bonuses', 'incentives', 'love']",Ease of Use
2020-11-10 09:54:03,"['best', 'wayyyy', 'better']",Ease of Use
2020-11-10 10:00:18,"['eload', 'pay_maya', 'loading', 'interface', 'network', 'great', 'experience', 'customers', 'additional', 'charges']",Ease of Use
2020-11-10 14:16:29,"['love', 'really', 'love', 'since', 'started', 'back', 'starting', 'feel', 'bad', 'due', 'charges', 'fees', 'thought', 'helped', 'pandemic', 'started', 'lately', 'starting', 'reduce', 'sales', 'started', 'additional', 'charges', 'convenience', 'fees', 'adding', 'money', 'hope', 'understand', 'needs', 'complaints', 'small', 'business', 'category']",Customer Support Related
2020-11-11 00:52:27,"['useful', 'convenient', 'find', 'bills', 'pay', 'shop', 'feature', 'useful', 'fall', 'line', 'pay', 'bills', 'plus', 'sending', 'money', 'family', 'friends', 'easy', 'need', 'go', 'bank', 'transfer', 'money', 'really', 'love', 'convenient']",Ease of Use
2020-11-11 02:46:46,"['rating', 'easy', 'use', 'plus', 'cash', 'back']",Ease of Use
2020-11-11 03:34:10,"['professional', 'working', 'home', 'super', 'convenient', 'helped', 'lot', 'senior', 'citizen', 'paying_bills', 'clients', 'dues', 'govt', 'without', 'going', 'home']",Ease of Use
2020-11-11 04:16:56,"['good', 'easy', 'use']",Ease of Use
2020-11-11 05:23:31,"['excellent', 'convenient', 'affordable']",Convenience
2020-11-11 06:15:03,"['thanks', 'wonderful', 'partner', 'happen', 'entire', 'life', 'god', 'bless']",Ease of Use
2020-11-11 07:50:29,"['convenient', 'easy', 'use', 'great', 'one', 'need', 'easy', 'payments', 'money', 'transfers']",Convenience
2020-11-11 11:54:20,"['better', 'far', 'better', 'terms', 'eloading', 'system', 'disregard', 'already', 'system', 'used', 'causes', 'problems', 'loading', 'offers', 'benefits', 'promos', 'thanks', 'much', 'great', 'idea']",Ease of Use
2020-11-11 12:04:45,"['love', 'balik_bayad', 'promo']",Convenience
2020-11-11 17:20:47,"['load', 'pumasok', 'load', 'kanina', 'pumasok', 'nama', 'globe']",Ease of Use
2020-11-12 01:40:16,"['expensive', 'charge', 'useful', 'low', 'charge', 'fee', 'transaction', 'fee', 'expensive']",Transaction Related
2020-11-12 02:44:36,"['nice', 'bills_payment', 'loading', 'pay', 'cash']",Ease of Use
2020-11-12 09:31:31,"['super', 'useful']",Ease of Use
2020-11-12 11:44:16,"['reliable', 'secure', 'fast', 'love', 'reliable', 'secure', 'credit', 'transactions', 'go', 'cashless', 'timely', 'hassle_free', 'busy', 'working', 'mothers', 'plus', 'easy', 'reload', 'since', 'available', 'everywhere']",Ease of Use
2020-11-13 04:35:24,"['ease', 'payment', 'anything', 'anytime', 'quite', 'sometime', 'find', 'really', 'really', 'easy', 'convenient', 'times', 'happy', 'customer']",Ease of Use
2020-11-13 06:08:27,"['hi', 'easy', 'use', 'think', 'secured']",Convenience
2020-11-13 06:23:01,"['transaction', 'easy', 'process', 'complicated', 'compare', 'services']",Ease of Use
2020-11-13 09:21:09,"['awesome', 'years', 'without', 'issues', 'unlike', 'better']",Ease of Use
2020-11-13 12:32:40,"['nice', 'hassle_free', 'convenient', 'use']",Ease of Use
2020-11-14 02:33:19,"['good', 'nice', 'application', 'convienient', 'useful']",Ease of Use
2020-11-14 05:02:46,['thanks'],Ease of Use
2020-11-14 05:03:06,"['great', 'really', 'great', 'convenient', 'use', 'safe']",Ease of Use
2020-11-14 05:36:38,"['yey', 'always']",Ease of Use
2020-11-14 07:34:46,"['instant', 'cashless']",Convenience
2020-11-14 11:03:08,"['money', 'transfer', 'thanks', 'easily', 'transfer', 'money', 'local', 'bank']",Transaction Related
2020-11-14 23:42:41,"['money', 'padala', 'tagaytay', 'city', 'easy', 'fast', 'transaction', 'ty']",Ease of Use
2020-11-15 05:29:35,"['wow', 'easy', 'transac']",Ease of Use
2020-11-15 07:27:11,"['easy', 'use', 'convenient', 'use', 'made', 'bills_payment', 'easier', 'paying', 'ordering', 'online', 'keep', 'offer', 'platform', 'smes', 'magtataho', 'jeepney', 'drivers']",Ease of Use
2020-11-15 07:44:30,"['must', 'fast', 'reliable']",Ease of Use
2020-11-15 10:07:43,"['convenient', 'convenient', 'us', 'paying_bills', 'need', 'go', 'bayad', 'center']",Ease of Use
2020-11-15 13:22:41,"['review', 'fast', 'convenient']",Ease of Use
2020-11-15 23:35:16,"['mr', 'ruben', 'super', 'helpful', 'convenient', 'many', 'link', 'dheaper']",Convenience
2020-11-16 02:30:27,"['extremely', 'satisfied', 'really', 'convinient', 'free', 'service', 'charge']",Ease of Use
2020-11-16 02:46:36,"['convenient', 'hasslefree', 'fast', 'transaction', 'hasslefree']",Ease of Use
2020-11-16 03:56:20,"['lifesaver', 'truly', 'lifesaver']",Ease of Use
2020-11-16 11:36:55,"['good', 'easy', 'use', 'rewards', 'promo', 'great', 'keep']",Ease of Use
2020-11-16 23:03:30,"['gef', 'pardilla', 'fast', 'safe', 'convenient', 'best', 'way', 'pay']",Convenience
2020-11-17 19:09:26,"['good', 'good']",Ease of Use
2020-11-18 05:59:54,"['awesome', 'apps', 'convenient', 'easy', 'use', 'great', 'features', 'pay', 'bills', 'one', 'tap', 'hassle_free', 'time', 'always']",Convenience
2020-11-18 06:04:08,['thanks'],Ease of Use
2020-11-18 11:51:31,"['understand', 'additional', 'saddened', 'every', 'penny', 'counts', 'someone', 'keep', 'ends', 'meet']",Customer Support Related
2020-11-19 11:56:57,"['bills', 'payments', 'convenience', 'pay', 'bills', 'sss', 'payment', 'voluntary', 'member', 'contribution', 'pay', 'apps']",Convenience
2020-11-19 16:38:37,"['helpul', 'apps', 'really', 'love', 'apps', 'gave', 'beyond', 'words', 'thanks', 'developer']",Ease of Use
2020-11-20 06:37:03,"['love', 'javy', 'olives', 'hes', 'genius', 'javyjavy', 'genius']",Ease of Use
2020-11-20 08:16:33,"['hahaha', 'ganda']",Ease of Use
2020-11-20 15:18:16,"['reaction', 'great', 'account', 'cashless', 'transaction']",Ease of Use
2020-11-21 00:02:07,"['good', 'company', 'sobrang', 'combinient', 'plus', 'wala', 'charge', 'hidden', 'charges', 'maa', 'update', 'nangyayare']",Ease of Use
2020-11-21 00:24:36,"['online', 'load', 'awesome', 'experience', 'great', 'convinient']",Ease of Use
2020-11-21 14:03:05,"['really', 'love', 'convenient', 'use', 'efficient']",Ease of Use
2020-11-22 05:29:58,"['easiest', 'ewallet', 'use', 'love', 'continues', 'improve', 'accommodate', 'changing', 'times', 'pay', 'cashless', 'partner', 'merchants', 'easily']",Convenience
2020-11-22 06:22:21,"['superfast', 'love', 'transaction', 'superfast']",Ease of Use
2020-11-23 06:11:52,"['convenient', 'pay', 'bills', 'smart', 'bills']",Convenience
2020-11-24 02:46:12,"['absolutely', 'great', 'love', 'pay', 'everything', 'accepts', 'easy', 'pay', 'easy', 'reload', 'request', 'increase', 'number', 'favorites', 'pay', 'many', 'things', 'monthly', 'appreciated', 'make', 'dozen', 'recurring', 'payments', 'easier']",Convenience
2020-11-24 04:18:55,"['thanks', 'convenient', 'appslove']",Ease of Use
2020-11-25 06:58:22,"['everything', 'everything', 'perfect', 'giving', 'us', 'cashless', 'use', 'daily', 'living', 'buying', 'load', 'process', 'bills_payment', 'convenient', 'smart', 'padala', 'legit', 'thanks']",Ease of Use
2020-11-26 03:10:35,"['convenient', 'better', 'load', 'use', 'multiple', 'way', 'charge', 'easytripthumbs']",Ease of Use
2020-11-27 03:50:48,"['fast', 'smooth', 'transaction', 'easy', 'use', 'plush', 'get', 'cashback']",Ease of Use
2020-11-28 06:26:13,"['fast', 'easy', 'use', 'great', 'payment', 'purchasing']",Ease of Use
2020-11-29 10:19:55,"['thumbs', 'worldwide', 'services']",Ease of Use
2020-12-02 12:15:33,"['upgrade', 'account', 'many', 'months', 'upgraded', 'account', 'mawala', 'magaantay', 'ilang', 'buwan', 'samat']",Convenience
2020-12-02 16:26:23,"['rewards', 'pl']",Ease of Use
2020-12-03 17:08:04,"['error', 'registration', 'could', 'create', 'account', 'several', 'attempts', 'keeps', 'telling', 'slow', 'internet', 'connection', 'although', 'pretty', 'sure', 'internet', 'speed', 'fast', 'tried', 'following', 'customer_service', 'advices', 'nothing', 'worked', 'could', 'proceed']",Ease of Use
2020-12-06 05:15:34,"['log', 'error', 'keeps', 'asking', 'phone', 'number', 'fact', 'access', 'different', 'device', 'numberbut', 'use', 'mobile', 'phone', 'log', 'error', 'appears', 'ask', 'number']",Ease of Use
