date,title_review_tokenized,Topic
2020-01-04 13:27:29+00:00,"['upgrade', 'account', 'last', 'month', 'receive', 'feedback', 'inconvenient']",Customer Service
2020-01-04 14:51:11+00:00,"['error', 'add_money']",Customer Service
2020-01-04 14:53:58+00:00,"['connect', 'data', 'connection']",Customer Service
2020-01-04 15:05:38+00:00,"['believe', 'application', 'requires', 'personal_information', 'hope', 'information', 'used', 'fraudulent', 'activities']",Account Upgrade
2020-01-04 16:58:30+00:00,"['really', 'amazing', 'edit', 'customer_support', 'sucks', 'really', 'response', 'since', 'deliver', 'requirements', 'needed', 'says', 'wait', 'hours', 'nothing_happens', 'change', 'recommend', 'email', 'fixed', 'problem', 'already', 'response', 'message', 'goodbye', 'switch', 'continue', 'grudge', 'stating', 'true', 'base', 'experience']",Account Related
2020-01-04 17:56:57+00:00,"['wala', 'free']",Transaction Related
2020-01-04 18:12:43+00:00,"['sad', 'man', 'makapag', 'lagay', 'pera', 'problem', 'hays']",Transaction Related
2020-01-04 20:23:02+00:00,"['rating', 'absurd', 'buy', 'game_pins', 'weeks', 'changes', 'tried', 'emailing', 'twice', 'get', 'automated', 'response', 'tried', 'basic', 'troubleshooting', 'work', 'tried_contacting', 'customer_service', 'seem', 'know', 'tell', 'wait', 'weeks', 'really', 'need', 'buy', 'gaming_pins', 'spend', 'money', 'definitely', 'transfer', 'another', 'unless', 'fix']",Customer Service
2020-01-04 20:43:31+00:00,"['account', 'upgraded', 'latest', 'post', 'review', 'approve', 'account', 'hope', 'fixed', 'matter']",Account Related
2020-01-04 21:02:46+00:00,"['kinain', 'cash']",Feature Related
2020-01-04 21:26:31+00:00,"['laki', 'kaltas', 'paypal', 'pinaghihirapan', 'un', 'kinuha']",Transaction Related
2020-01-04 22:03:44+00:00,"['use', 'account', 'reset_password', 'recieve', 'text', 'msg', 'email', 'need', 'money', 'account', 'hate', 'pay_maya', 'keep', 'tellong', 'send', 'email', 'email', 'checked', 'spam', 'email', 'recommended', 'scam']",Account Related
2020-01-04 22:19:13+00:00,"['lot', 'problems', 'right', 'need', 'upgrade', 'without', 'prior_notice', 'social', 'platforms', 'official', 'slow', 'process', 'upgrading', 'slow', 'replies', 'emails', 'lack', 'updates', 'regarding', 'upgrades', 'went', 'wrong', 'hours', 'max', 'sham', 'false', 'advertising', 'upgrade', 'unlock', 'features', 'force', 'upgrade', 'could', 'something', 'lack', 'updates']",Transaction Related
2020-01-05 00:54:54+00:00,"['poor_customer', 'service']",Customer Service
2020-01-05 01:55:02+00:00,"['poor_customer', 'service']",Customer Service
2020-01-05 09:07:23+00:00,['upgrade'],Account Upgrade
2020-01-05 09:36:31+00:00,"['blocked', 'virtual_card', 'told', 'wait', 'maximum', 'hours', 'application', 'processed', 'week', 'applicatio', 'according', 'unscreened', 'added', 'money', 'account', 'already', 'use', 'since', 'blocked', 'virtual_card', 'low', 'rating', 'poor', 'service']",Account Related
2020-01-05 10:29:29+00:00,"['couples', 'exchanging', 'emails', 'series', 'calling', 'phone', 'issues', 'sent', 'message_saying', 'upgrade', 'account', 'ridiculous', 'form', 'response', 'software', 'company', 'received', 'deleting', 'duplicate', 'account', 'petty', 'issue', 'handled', 'instantly', 'without', 'ado', 'taking', 'ages', 'resolve', 'asking', 'reregister', 'start', 'absolutely', 'waste', 'time']",Account Related
2020-01-05 10:32:56+00:00,"['access', 'account', 'anymore', 'deactivated', 'virtual_card', 'well', 'log', 'account', 'loaded', 'thousand', 'account', 'magamit', 'ayusin', 'ninakawan', 'nyoko', 'pera']",Account Related
2020-01-05 11:08:33+00:00,"['tried', 'buy_load', 'globe', 'credit', 'told', 'call', 'bussiness', 'days', 'issue', 'unresolved', 'want', 'call', 'back', 'another', 'business_days', 'unresolved', 'tickets', 'already', 'wants', 'callback', 'another', 'business_days', 'watch', 'need', 'call', 'customer_service', 'takes', 'min', 'answer', 'call', 'gave', 'ticket', 'unresolved']",Customer Service
2020-01-05 11:16:52+00:00,"['upgrade', 'account', 'review', 'almost', 'week', 'counting']",Customer Service
2020-01-05 12:30:17+00:00,"['stupid', 'transaction', 'limit', 'used', 'transactions', 'today']",Feature Related
2020-01-05 13:23:18+00:00,"['customer_service', 'emailed', 'several_times', 'response', 'messenger', 'support', 'well', 'responsive', 'better']",Customer Service
2020-01-05 13:31:45+00:00,"['sucks', 'buy_load']",Customer Service
2020-01-05 15:28:12+00:00,"['bad_experience', 'load', 'bdo', 'last', 'saturday', 'reversed', 'split', 'seconds', 'system', 'error', 'refund', 'day', 'wait', 'monday', 'wag', 'ganon', 'pambyad', 'bills', 'yiun', 'bili', 'meds']",Feature Related
2020-01-05 15:54:43+00:00,"['month', 'since', 'tried', 'upgrade', 'account', 'response']",Account Related
2020-01-05 18:25:14+00:00,"['useless', 'upgrade', 'approved']",Account Upgrade
2020-01-05 20:20:03+00:00,"['buy', 'gaming_pins', 'anymore']",Customer Service
2020-01-05 21:51:22+00:00,"['bad', 'apps', 'upgrade', 'imagine', 'accepting', 'passport', 'valid_id']",Account Upgrade
2020-01-05 22:20:08+00:00,"['sent', 'lot', 'emails', 'letting', 'know', 'access', 'old', 'numbers', 'email', 'anymore', 'account', 'upgraded', 'followed', 'form', 'ask', 'fill', 'almost', 'days', 'response']",Account Related
2020-01-05 23:38:39+00:00,"['angkas', 'voucher', 'recive']",Customer Service
2020-01-05 23:48:22+00:00,"['always', 'saying', 'upgrade', 'bcoz', 'validate', 'stupid']",Account Upgrade
2020-01-06 06:19:19+00:00,"['process', 'nabayaran', 'nbi_clearance', 'binayaran', 'noong', 'kukunin', 'asawa', 'nbi_clearance', 'bayad', 'pakiayos', 'pati', 'savings', 'maopen', 'gagamitin']",Transaction Related
2020-01-06 08:19:00+00:00,"['poor_customer', 'service']",Customer Service
2020-01-06 08:54:23+00:00,"['check', 'status', 'account', 'upgrade', 'week', 'since']",Account Related
2020-01-06 10:44:57+00:00,"['update', 'waiting', 'card', 'update', 'application', 'week', 'confirmation', 'thought', 'hrs', 'maximum', 'reviewing']",Account Related
2020-01-06 11:26:48+00:00,"['worst', 'customer_service', 'much_better', 'use', 'coinsph', 'instead']",Customer Service
2020-01-06 11:29:11+00:00,"['always', 'error', 'processing', 'requests', 'hope', 'fix', 'soon']",Customer Service
2020-01-06 12:09:43+00:00,"['limited', 'cash', 'outletssome', 'bayad', 'centers', 'accept', 'cash']",Account Upgrade
2020-01-06 14:04:42+00:00,"['customer_service', 'left', 'hanging', 'asking', 'refund', 'failed_transaction', 'since', 'never', 'received', 'load', 'asked', 'provide', 'info', 'told', 'wait', 'business_days', 'response', 'within', 'time', 'period', 'emailed', 'gave', 'answer', 'response', 'weeks', 'plan', 'refund', 'money', 'need', 'take', 'relevant', 'authority']",Customer Service
2020-01-06 14:40:45+00:00,"['week', 'since', 'request', 'upgrade', 'update', 'link', 'server', 'unavailable']",Account Related
2020-01-06 14:57:14+00:00,"['use', 'think', 'pamaya', 'better', 'seen', 'fast', 'treat', 'complaints', 'began', 'think', 'otherwise', 'respond', 'ticket', 'slow', 'waiting', 'weeks', 'nothing']",Customer Service
2020-01-06 15:16:27+00:00,"['one', 'week', 'give', 'load']",Customer Service
2020-01-06 15:45:19+00:00,"['poor_customer', 'service', 'replied', 'first', 'day', 'course', 'action', 'done', 'problem']",Customer Service
2020-01-06 15:52:47+00:00,"['leave', 'hold', 'mins']",Feature Related
2020-01-06 15:58:31+00:00,"['receiving', 'otp', 'login', 'despite', 'getting', 'good', 'signal', 'working', 'reinstalled', 'emailed', 'response']",Account Related
2020-01-06 16:29:10+00:00,"['customer_service', 'phone', 'call', 'responding', 'customer_service', 'email', 'took', 'long', 'response', 'took', 'long', 'upgrade', 'days', 'pending', 'though', 'already', 'gave', 'details', 'need', 'paymayas', 'customer_service', 'talking', 'robot', 'paymayas', 'customer_service', 'talking', 'robot', 'paymayas', 'customer_service', 'talking', 'robot', 'paymayas', 'customer_service', 'talking', 'robot', 'recommend']",Customer Service
2020-01-06 16:50:31+00:00,"['otp', 'delay', 'expects', 'us', 'input', 'within', 'secs', 'otp', 'received', 'secs', 'sometimes', 'first', 'one', 'received', 'instead', 'nd', 'request', 'otp']",Account Upgrade
2020-01-06 17:34:27+00:00,"['long', 'approve', 'review', 'application', 'week', 'ill', 'change', 'account', 'verified']",Account Related
2020-01-06 19:14:53+00:00,"['bad', 'upgrade', 'already', 'applied', 'keeps', 'rejecting', 'application', 'says', 'review', 'hours', 'took', 'weeks', 'find', 'application', 'turned']",Customer Service
2020-01-06 19:23:58+00:00,"['upgrade', 'know', 'going', 'iti', 'already', 'contact', 'support', 'update', 'upgrade', 'waste', 'time']",Account Related
2020-01-06 20:10:11+00:00,"['pooooooor', 'customer_service', 'reach', 'email', 'messenger', 'automated', 'specific', 'answers', 'questions', 'hotline', 'number', 'working', 'want', 'take', 'money', 'huh', 'problem', 'customers', 'easily', 'ok', 'day', 'already', 'weeks', 'waiting', 'reply', 'post', 'without', 'reviews', 'give', 'one', 'worth']",Customer Service
2020-01-06 21:22:56+00:00,"['tried', 'upgrade', 'account', 'several_times', 'going', 'steps', 'end', 'say', 'sorry', 'process', 'application', 'moment', 'try', 'next', 'time']",Account Upgrade
2020-01-06 23:13:01+00:00,"['sucks', 'useless']",Customer Service
2020-01-06 23:43:45+00:00,"['open', 'account']",Account Related
2020-01-07 00:02:00+00:00,"['worst', 'worst', 'customer_support', 'system']",Customer Service
2020-01-07 01:55:05+00:00,"['forgotten', 'password', 'always']",Account Related
2020-01-07 07:47:20+00:00,"['load', 'deducted', 'received', 'load']",Feature Related
2020-01-07 08:16:43+00:00,"['back', 'easy', 'reliable', 'use', 'serves', 'purpose', 'correctly', 'recent_update', 'needs', 'verify', 'account', 'make', 'every', 'move', 'takes', 'long', 'sothe', 'waiting', 'horrible', 'get', 'money', 'back', 'use', 'upgraded', 'failed', 'intended', 'purposeto', 'handy', 'easy', 'access', 'hassle_free', 'virtual', 'wallet']",Account Upgrade
2020-01-07 09:40:59+00:00,"['upgrade', 'account', 'working', 'properly']",Account Upgrade
2020-01-07 11:31:49+00:00,"['purchases', 'pins', 'received']",Customer Service
2020-01-07 12:54:21+00:00,"['worst', 'ever']",Customer Service
2020-01-07 13:04:08+00:00,"['nkaka', 'gago', 'tong', 'tuwing', 'loload', 'lage', 'money', 'transfer', 'failed', 'bwesit']",Transaction Related
2020-01-07 15:38:03+00:00,"['verified', 'personal_information', 'legit']",Account Upgrade
2020-01-07 15:38:48+00:00,"['verified', 'personal_information', 'legit']",Account Upgrade
2020-01-07 17:39:00+00:00,"['poor', 'service', 'failed_transaction', 'couple', 'weeks', 'update', 'matter']",Customer Service
2020-01-07 18:10:38+00:00,"['rate', 'complete', 'fiasco', 'upgrading', 'account', 'many', 'weeks', 'th', 'time', 'upgraded', 'account', 'upgrading', 'team', 'sucks', 'contacted', 'customer_service', 'account', 'upgraded', 'problems', 'purchasing', 'game_pins', 'upgrade', 'account', 'already', 'tried', 'troubleshooting', 'already', 'download', 'able', 'send', 'application', 'upgrademyaccoun']",Customer Service
2020-01-07 21:10:31+00:00,"['use', 'money', 'since', 'needs', 'upgrade', 'card', 'number', 'tried', 'upgrade', 'takes', 'days', 'actually', 'review', 'upgrade', 'application', 'telling', 'upgrade', 'since', 'id', 'name', 'submit', 'match', 'sale', 'thanks', 'poor', 'service']",Transaction Related
2020-01-07 21:35:12+00:00,"['pesos', 'free', 'money']",Feature Related
2020-01-07 21:57:29+00:00,"['rated', 'ditching', 'blocking', 'virtual_card', 'replacing', 'payment', 'card', 'number', 'unless', 'upgrade']",Account Upgrade
2020-01-07 23:52:17+00:00,"['phone', 'got', 'stolen', 'need', 'recover', 'acc', 'new', 'number', 'already', 'contact', 'support', 'promise', 'fix', 'soon', 'possible', 'waiting', 'months', 'nothing_happens', 'tried', 'register', 'new', 'account', 'says', 'duplicate', 'fix', 'deposit', 'money', 'soon', 'possible']",Account Related
2020-01-08 00:04:54+00:00,"['able', 'register', 'make', 'acct', 'upgrade', 'acct', 'submitted', 'requirements']",Account Upgrade
2020-01-08 00:48:32+00:00,"['use', 'anymore', 'load', 'prepaid', 'load', 'sim']",Transaction Related
2020-01-08 01:41:26+00:00,"['remove', 'virtual_card', 'feature', 'free', 'accounts']",Account Upgrade
2020-01-08 05:44:56+00:00,"['poor', 'internetvery', 'slowalmost', 'month', 'acct', 'review', 'uninstall']",Customer Service
2020-01-08 06:55:06+00:00,"['sometime', 'november', 'went', 'accredited', 'convinience', 'store', 'loadadd', 'money', 'account', 'happened', 'enteredloaded', 'account', 'reported', 'said', 'matter', 'customer_service', 'submitted', 'information', 'details', 'said', 'loads', 'account']",Account Related
2020-01-08 06:57:14+00:00,"['dating', 'ngayun', 'akalain', 'moba', 'namang', 'load', 'razer', 'pin', 'ambilis', 'magbigay', 'pin', 'serial', 'magload', 'hundreds', 'pesos', 'reference', 'nalng', 'ibibigay', 'sau', 'wala', 'serial', 'pin', 'kalokohan', 'anu', 'reference', 'nyu', 'reach', 'messenger', 'dika', 'sinasagotmag', 'reach', 'email', 'ambilis', 'magreply', 'business_days', 'halos', 'weeks', 'wala_parin', 'serial', 'pin', 'reach', 'email', 'dina', 'sinasagot']",Customer Service
2020-01-08 10:07:42+00:00,"['use', 'load', 'smart', 'prepaid', 'phone', 'login', 'load', 'fix', 'allow', 'login', 'without', 'internet', 'data', 'load', 'smart', 'mobile', 'account', 'fix', 'otherwise', 'useless']",Customer Service
2020-01-08 10:18:22+00:00,"['recommend', 'wasted', 'time', 'money']",Feature Related
2020-01-08 11:07:51+00:00,"['get', 'load', 'delete', 'old', 'account']",Account Related
